time,lat,lon,altitude,groundspeed,gamma,sigma,airspeed,lift,thrust,command_vel,command_gamma,command_sigma,command_airspeed,command_lift,command_thrust
0.8500000000000002,36.24565240998563,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
0.9000000000000002,36.245663972389174,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
0.9500000000000003,36.24567553479272,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.0000000000000002,36.24568709719627,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.0500000000000003,36.24569865959981,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.1000000000000003,36.24571022200336,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.1500000000000004,36.2457217844069,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.2000000000000004,36.245733346810454,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.2500000000000004,36.245744909214,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.3000000000000005,36.24575647161754,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.3500000000000005,36.24576803402109,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.4000000000000006,36.24577959642463,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.4500000000000006,36.24579115882818,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.5000000000000007,36.245802721231726,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.5500000000000007,36.245814283635276,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.6000000000000008,36.24582584603882,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.6500000000000008,36.24583740844236,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.7000000000000008,36.24584897084591,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.7500000000000009,36.245860533249456,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.800000000000001,36.245872095653006,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.850000000000001,36.24588365805655,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.900000000000001,36.2458952204601,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
1.950000000000001,36.24590678286364,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.000000000000001,36.245918345267185,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.0500000000000007,36.245929907670735,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.1000000000000005,36.24594147007428,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.1500000000000004,36.24595303247783,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.2,36.24596459488137,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.25,36.24597615728492,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.3,36.245987719688465,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.3499999999999996,36.24599928209201,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.3999999999999995,36.24601084449556,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.4499999999999993,36.2460224068991,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.499999999999999,36.24603396930265,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.549999999999999,36.246045531706194,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.5999999999999988,36.246057094109744,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.6499999999999986,36.24606865651329,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.6999999999999984,36.24608021891683,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.7499999999999982,36.24609178132038,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.799999999999998,36.246103343723924,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.849999999999998,36.246114906127474,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
2.8999999999999977,36.24612646853102,-112.2822,7000.0,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395,84.3905,0.0,0.0,84.3905,80.0,6.519553980180395
